carehomesbeds,year_location_end,forced_closure,ownership,individual_partnership,company,age,dementia,nurse,mental_health,detained,disabled,closed_complete,inadequate,requiresimprovement,good,outstanding,missing_quality
10,2020,0,For-Profit,0,1,120.5,0,0,0,0,0,0,0,0,1,0,0
42,2020,0,Third sector,0,0,109.83334,0,0,0,0,0,1,0,1,0,0,0
82,2020,0,For-Profit,0,1,107.73333,0,1,0,0,1,0,0,0,1,0,0
4,2020,0,Third sector,0,0,113.9,0,0,0,0,0,1,0,0,1,0,0
18,2020,0,Third sector,0,0,116.03333,0,0,0,0,0,1,0,0,1,0,0
39,2020,1,For-Profit,0,1,116.03333,0,1,0,0,0,1,1,0,0,0,0
56,2020,0,Third sector,0,0,76.366669,1,0,1,0,1,1,0,1,0,0,0
8,2020,0,For-Profit,0,1,112.1,0,0,0,0,1,1,0,0,1,0,0
9,2020,0,For-Profit,0,1,120.5,0,0,0,0,0,0,0,0,1,0,0
14,2020,0,For-Profit,1,0,117.2,0,0,0,0,0,1,0,1,0,0,0
29,2020,0,For-Profit,0,1,46.400002,0,1,0,0,0,0,0,0,1,0,0
8,2020,0,For-Profit,0,1,106.6,1,0,1,0,1,0,0,1,0,0,0
14,2020,0,For-Profit,0,1,114.83334,0,1,1,0,0,0,0,0,1,0,0
20,2020,0,For-Profit,1,0,110.86667,1,0,0,0,0,0,0,0,1,0,0
45,2020,0,Third sector,0,0,2.9000001,1,0,1,0,1,0,,,,,1
19,2020,0,For-Profit,0,1,109.03333,1,0,1,0,1,1,0,0,1,0,0
7,2020,0,Third sector,0,0,115.16666,0,0,0,0,0,1,0,0,1,0,0
73,2020,0,For-Profit,0,1,2.2666667,1,0,0,0,1,0,,,,,1
38,2020,0,Third sector,0,0,120.03333,0,1,0,0,1,0,0,1,0,0,0
66,2020,0,For-Profit,0,1,107.23333,1,0,0,0,0,0,0,1,0,0,0
10,2020,0,For-Profit,0,1,81.966667,0,0,0,0,0,0,0,0,1,0,0
11,2020,0,For-Profit,0,1,113.2,0,0,0,0,0,1,0,0,1,0,0
24,2020,0,For-Profit,0,1,115.23333,1,0,0,0,0,1,0,0,1,0,0
48,2020,0,For-Profit,0,1,113.63333,0,1,0,0,1,0,1,0,0,0,0
7,2020,0,Third sector,0,0,69.599998,0,0,0,0,1,0,0,0,1,0,0
10,2020,0,For-Profit,1,0,109.9,0,0,0,0,0,0,0,0,1,0,0
90,2020,0,For-Profit,0,1,24.266666,1,0,0,0,0,0,0,0,1,0,0
34,2020,0,For-Profit,0,1,112.9,1,1,0,0,1,1,1,0,0,0,0
46,2020,0,For-Profit,1,0,116.53333,0,1,0,0,1,0,0,1,0,0,0
50,2020,0,For-Profit,0,1,41.700001,1,0,0,0,0,0,0,1,0,0,0
6,2020,0,For-Profit,0,1,15.7,0,0,0,0,0,1,,,,,1
6,2020,0,For-Profit,0,1,31.266666,0,0,1,0,0,0,0,0,1,0,0
7,2020,0,For-Profit,0,1,29.133333,0,0,1,0,0,1,0,1,0,0,0
7,2020,0,For-Profit,0,1,51.766666,1,0,1,0,1,0,0,0,1,0,0
4,2020,0,For-Profit,0,1,67.26667,0,0,1,0,0,1,0,0,1,0,0
5,2020,0,For-Profit,1,0,113.4,0,0,1,0,0,0,0,0,1,0,0
8,2020,0,Third sector,0,0,114.5,0,0,0,0,0,1,0,0,1,0,0
36,2020,0,For-Profit,0,1,104.26667,1,1,1,0,1,0,0,0,1,0,0
3,2020,0,Third sector,0,0,113.4,0,0,0,0,0,1,0,1,0,0,0
6,2020,0,For-Profit,0,1,43.866665,0,0,0,0,1,0,0,0,1,0,0
6,2020,0,For-Profit,0,1,117.96667,0,0,0,0,1,0,0,0,1,0,0
23,2020,0,For-Profit,1,0,122.03333,1,0,0,0,0,0,0,0,1,0,0
30,2020,0,For-Profit,1,0,111.36667,1,0,0,0,0,0,0,1,0,0,0
20,2020,0,For-Profit,0,1,109.93333,0,1,1,0,0,1,0,0,1,0,0
5,2020,0,For-Profit,0,1,115.7,0,0,0,0,0,0,0,1,0,0,0
36,2020,0,Third sector,0,0,37.833332,0,0,0,0,0,0,0,0,1,0,0
26,2020,0,For-Profit,0,1,113.43333,1,0,0,0,0,0,0,0,1,0,0
46,2020,0,For-Profit,0,1,24.533333,1,1,1,0,0,1,,,,,1
40,2020,0,For-Profit,0,1,104.26667,1,0,0,0,0,0,0,0,1,0,0
6,2020,0,For-Profit,0,1,53.166668,0,0,0,0,0,0,0,1,0,0,0
90,2020,0,For-Profit,0,1,33.866665,1,0,1,0,1,0,0,0,1,0,0
35,2020,0,For-Profit,0,1,13.033334,0,0,0,0,1,0,,,,,1
45,2020,0,For-Profit,0,1,90.76667,0,1,0,0,1,0,0,0,1,0,0
23,2020,0,Local Authority,0,0,4.5333333,1,0,0,0,1,1,,,,,1
5,2020,0,For-Profit,0,1,115.7,0,0,0,0,0,0,0,0,1,0,0
11,2020,0,For-Profit,0,1,27.1,0,0,1,0,0,1,0,0,1,0,0
67,2020,0,For-Profit,1,0,72.300003,1,1,0,0,1,0,0,0,1,0,0
31,2020,0,For-Profit,0,1,115.7,0,0,0,0,0,0,0,0,1,0,0
9,2020,0,For-Profit,0,1,120.5,0,0,0,0,0,0,0,1,0,0,0
2,2020,0,For-Profit,0,1,113.2,0,0,0,0,0,1,0,0,1,0,0
29,2020,0,Third sector,0,0,109.83334,1,0,0,0,0,1,0,0,1,0,0
47,2020,0,For-Profit,0,1,18.933332,1,1,0,0,1,1,1,0,0,0,0
11,2020,0,For-Profit,1,0,110.36667,0,0,1,0,0,0,0,0,1,0,0
30,2020,0,For-Profit,1,0,113.66666,1,0,0,0,0,0,0,0,1,0,0
14,2020,0,For-Profit,0,1,114.73333,1,0,1,0,1,1,0,0,1,0,0
16,2020,0,For-Profit,0,1,83.26667,0,0,0,0,1,0,0,0,1,0,0
11,2020,0,For-Profit,0,1,120.5,0,0,0,0,0,0,0,0,1,0,0
60,2020,0,For-Profit,0,1,111.23333,1,1,0,0,1,0,0,0,1,0,0
30,2020,0,Third sector,0,0,118.86667,0,0,0,0,1,1,0,0,0,1,0
46,2020,0,For-Profit,0,1,99.333336,1,1,0,0,0,0,0,0,1,0,0
64,2020,0,For-Profit,0,1,28.866667,1,1,0,0,0,0,0,0,1,0,0
32,2020,0,For-Profit,1,0,115.46667,0,0,1,0,1,0,0,0,1,0,0
18,2020,0,For-Profit,0,1,114.83334,0,1,1,0,0,0,0,0,0,1,0
4,2020,0,For-Profit,0,1,87.333336,0,0,0,0,0,1,0,0,1,0,0
4,2020,0,For-Profit,0,1,81.133331,0,0,0,0,0,0,0,0,1,0,0
9,2020,0,Third sector,0,0,118.26667,0,0,0,0,1,1,0,0,1,0,0
50,2020,0,For-Profit,0,1,116.63333,1,1,0,0,0,0,0,0,1,0,0
10,2020,0,For-Profit,1,0,110.7,0,0,0,0,0,1,0,1,0,0,0
40,2020,0,For-Profit,1,0,110.36667,0,0,0,0,0,0,0,1,0,0,0
10,2020,0,For-Profit,1,0,121.3,0,0,0,0,0,1,0,0,1,0,0
22,2020,0,For-Profit,1,0,112.13333,0,0,0,0,0,0,0,1,0,0,0
51,2020,0,For-Profit,0,1,120.53333,0,1,0,0,0,1,0,1,0,0,0
23,2020,1,For-Profit,1,0,13.566667,1,0,0,0,0,1,1,0,0,0,0
112,2020,0,For-Profit,1,0,17.4,1,1,0,0,1,0,0,0,1,0,0
45,2020,1,For-Profit,0,1,112.53333,1,0,0,0,1,1,1,0,0,0,0
9,2020,1,For-Profit,0,1,87.466667,1,0,0,0,0,1,1,0,0,0,0
3,2020,1,For-Profit,1,0,118.63333,0,0,0,0,0,1,0,0,1,0,0
4,2020,0,For-Profit,1,0,116.63333,0,0,0,0,0,1,0,0,1,0,0
28,2020,1,For-Profit,0,1,47.333332,1,0,1,0,1,1,1,0,0,0,0
40,2020,0,For-Profit,0,1,110.16666,1,0,0,0,1,1,0,1,0,0,0
6,2020,0,For-Profit,0,1,113.2,0,0,0,0,0,1,0,0,1,0,0
29,2020,0,For-Profit,0,1,116.9,0,0,0,0,0,1,0,1,0,0,0
25,2020,0,For-Profit,1,0,118.13333,1,0,0,0,0,0,0,0,1,0,0
18,2020,0,Third sector,0,0,118.06667,0,1,0,0,0,0,0,0,1,0,0
2,2020,0,For-Profit,0,1,97.099998,0,0,0,0,0,1,0,0,1,0,0
28,2020,0,For-Profit,0,1,69.300003,1,1,0,0,1,0,0,1,0,0,0
11,2020,0,For-Profit,1,0,121.06667,0,0,0,0,0,0,0,1,0,0,0
25,2020,0,For-Profit,0,1,42.533333,0,1,0,0,1,0,0,0,1,0,0
40,2020,0,For-Profit,0,1,104.26667,1,0,0,0,0,0,0,0,1,0,0
15,2020,1,For-Profit,0,1,24.466667,0,0,0,0,0,1,1,0,0,0,0
4,2020,1,For-Profit,0,1,47.900002,0,0,0,0,0,1,1,0,0,0,0
6,2020,0,For-Profit,0,1,80.800003,0,0,1,0,1,1,1,0,0,0,0
85,2020,0,For-Profit,0,1,43.633335,1,1,1,0,1,0,0,0,1,0,0
20,2020,0,Third sector,0,0,115.46667,0,1,0,0,0,0,0,0,1,0,0
36,2020,0,For-Profit,0,1,114.4,0,1,0,0,1,0,0,0,1,0,0
21,2020,0,For-Profit,0,1,120.66666,1,0,0,0,0,0,0,0,1,0,0
12,2020,0,For-Profit,0,1,109.8,0,1,1,0,0,1,1,0,0,0,0
39,2020,0,Third sector,0,0,33.133335,0,0,0,0,0,0,0,0,1,0,0
7,2020,0,For-Profit,0,1,34.299999,1,0,1,0,1,1,0,0,1,0,0
15,2020,0,For-Profit,1,0,117.2,0,0,1,0,1,1,0,1,0,0,0
2,2020,0,For-Profit,0,1,94.800003,0,0,1,0,1,1,0,0,1,0,0
17,2020,1,For-Profit,1,0,114.1,1,0,1,0,1,1,1,0,0,0,0
26,2020,0,For-Profit,1,0,111.73333,1,1,0,0,0,0,0,0,1,0,0
10,2020,0,For-Profit,0,1,115.13333,0,0,0,0,0,0,0,0,1,0,0
48,2020,0,For-Profit,0,1,65.366669,1,1,1,0,0,1,0,1,0,0,0
38,2020,0,For-Profit,0,1,51.866665,0,1,0,0,0,1,0,0,1,0,0
72,2020,0,For-Profit,0,1,56.066666,0,1,0,0,0,0,0,0,1,0,0
8,2020,0,For-Profit,1,0,117.06667,0,0,0,0,0,1,0,0,1,0,0
11,2020,0,For-Profit,0,1,11.6,1,0,0,0,0,1,0,0,1,0,0
39,2020,0,For-Profit,1,0,118.73333,1,0,1,0,1,0,0,1,0,0,0
12,2020,0,For-Profit,1,0,115.56667,0,0,0,0,0,1,0,1,0,0,0
28,2020,0,For-Profit,0,1,7.2333331,1,0,0,0,1,1,0,1,0,0,0
6,2020,0,For-Profit,1,0,57.866665,1,0,1,0,1,1,0,0,1,0,0
27,2020,1,For-Profit,0,1,33.266666,1,0,1,0,1,1,0,1,0,0,0
12,2020,0,For-Profit,0,1,114.76667,0,0,0,0,0,1,0,1,0,0,0
9,2020,1,For-Profit,0,1,118.33334,1,0,1,1,1,1,1,0,0,0,0
38,2020,0,Third sector,0,0,116.23333,0,1,0,0,1,1,0,0,1,0,0
35,2020,0,For-Profit,0,1,114.4,1,0,0,0,0,0,0,0,1,0,0
4,2020,0,Third sector,0,0,63.633335,0,0,0,0,1,1,0,0,1,0,0
50,2020,1,For-Profit,0,1,89.23333,0,1,0,0,0,1,1,0,0,0,0
50,2020,0,For-Profit,0,1,111.06667,1,0,0,0,0,0,0,0,1,0,0
22,2020,0,Third sector,0,0,56.599998,1,0,0,0,0,1,0,1,0,0,0
40,2020,0,For-Profit,0,1,108.53333,0,1,0,0,1,0,0,1,0,0,0
8,2020,0,For-Profit,0,1,42.666668,0,1,0,0,0,1,0,0,1,0,0
11,2020,0,For-Profit,0,1,117.36667,0,0,0,0,1,0,0,0,1,0,0
42,2020,0,For-Profit,0,1,109.96667,1,0,0,0,0,1,0,1,0,0,0
41,2020,0,For-Profit,0,1,121.33334,1,0,0,0,0,1,0,0,1,0,0
100,2020,0,For-Profit,0,1,6.3666668,1,1,0,0,0,1,0,1,0,0,0
6,2020,0,Third sector,0,0,84.433334,0,0,0,0,0,1,0,0,1,0,0
19,2020,0,Third sector,0,0,122.4,0,0,0,0,1,1,0,0,0,1,0
29,2020,0,For-Profit,0,1,114.73333,0,1,0,0,0,0,1,0,0,0,0
11,2020,0,For-Profit,0,1,81.966667,0,0,0,0,0,0,0,0,1,0,0
3,2020,0,For-Profit,0,1,27.266666,0,0,0,0,1,1,0,0,1,0,0
6,2020,0,For-Profit,0,1,116.23333,0,0,0,0,0,1,0,1,0,0,0
76,2020,0,For-Profit,0,1,106.36667,1,1,0,0,0,0,0,0,1,0,0
49,2020,0,For-Profit,0,1,111.13333,1,0,1,0,1,0,0,1,0,0,0
1,2020,0,For-Profit,0,1,96.26667,0,0,0,0,0,1,0,0,1,0,0
19,2020,0,For-Profit,0,1,122.26667,0,0,0,0,0,0,0,0,1,0,0
6,2020,0,For-Profit,0,1,6.4333334,0,0,0,0,0,0,,,,,1
9,2020,0,For-Profit,0,1,81.966667,0,0,0,0,0,0,0,1,0,0,0
4,2020,0,For-Profit,1,0,6.8333335,1,0,1,0,1,1,,,,,1
32,2020,1,For-Profit,1,0,114.1,1,0,0,0,0,1,0,0,1,0,0
48,2020,0,For-Profit,0,1,108.3,1,0,1,0,1,0,0,0,1,0,0
35,2020,0,For-Profit,0,1,109.23333,0,1,0,0,1,0,0,0,1,0,0
4,2020,0,For-Profit,0,1,113.36667,0,0,1,0,0,1,0,0,1,0,0
75,2020,0,For-Profit,0,1,101.6,1,1,1,0,0,0,0,0,1,0,0
22,2020,0,For-Profit,0,1,113.1,1,1,0,0,1,1,0,0,1,0,0
5,2020,0,Third sector,0,0,113.3,0,0,0,0,0,1,0,0,1,0,0
6,2020,0,For-Profit,0,1,16.433332,1,0,0,0,1,1,,,,,1
8,2020,0,For-Profit,0,1,116.4,0,0,0,0,1,1,0,1,0,0,0
36,2020,0,For-Profit,0,1,108,0,1,0,0,0,0,0,1,0,0,0
10,2020,0,For-Profit,0,1,81.966667,0,0,0,0,0,0,0,0,1,0,0
8,2020,0,For-Profit,0,1,105.43333,0,0,0,0,0,1,0,0,1,0,0
12,2020,0,For-Profit,0,1,110.96667,0,0,0,0,0,1,0,0,1,0,0
14,2020,0,For-Profit,0,1,116.3,0,0,1,0,0,0,0,0,1,0,0
16,2020,0,Third sector,0,0,109.63333,0,1,0,0,0,1,0,0,1,0,0
60,2020,0,For-Profit,0,1,23.733334,1,0,0,0,0,0,0,1,0,0,0
4,2020,0,Third sector,0,0,20.9,0,0,0,0,1,1,0,0,1,0,0
39,2020,0,For-Profit,0,1,24.266666,1,1,1,0,1,0,0,1,0,0,0
5,2020,0,For-Profit,0,1,66.333336,1,0,0,0,1,0,0,0,1,0,0
23,2020,0,Third sector,0,0,118.6,0,0,0,0,1,1,0,1,0,0,0
9,2020,0,For-Profit,0,1,109.03333,1,0,1,0,1,1,0,0,1,0,0
25,2020,0,For-Profit,0,1,114.83334,0,0,0,0,0,0,0,0,1,0,0
3,2020,0,For-Profit,0,1,26.299999,1,0,0,0,1,1,0,0,1,0,0
41,2020,0,For-Profit,0,1,106.36667,0,1,0,0,0,1,0,0,1,0,0
13,2020,0,For-Profit,0,1,81.966667,0,0,0,0,0,0,0,0,1,0,0
63,2020,0,For-Profit,0,1,42.533333,1,0,0,0,1,0,0,1,0,0,0
28,2020,0,For-Profit,0,1,61.966667,1,0,0,0,1,1,0,0,1,0,0
66,2020,0,For-Profit,0,1,47.133335,1,1,0,0,0,0,0,0,1,0,0
67,2020,0,For-Profit,0,1,40.833332,1,1,0,0,0,0,0,1,0,0,0
59,2020,0,For-Profit,0,1,1.8666667,1,0,0,0,1,0,,,,,1
83,2020,0,For-Profit,0,1,89.566666,1,1,0,0,1,1,0,0,1,0,0
47,2020,0,Third sector,0,0,120.03333,1,1,0,0,0,1,0,1,0,0,0
4,2020,0,For-Profit,0,1,15.866667,0,0,0,0,0,0,,,,,1
4,2020,0,For-Profit,0,1,63.5,0,0,1,0,0,1,0,0,1,0,0
16,2020,0,For-Profit,0,1,67.199997,1,0,0,0,1,1,0,1,0,0,0
45,2020,0,For-Profit,0,1,108.46667,0,1,0,0,0,0,0,0,1,0,0
64,2020,0,Third sector,0,0,98.76667,0,1,0,0,0,1,0,1,0,0,0
6,2020,0,Third sector,0,0,118.2,0,0,0,0,0,1,0,0,1,0,0
12,2020,0,Third sector,0,0,113.9,0,1,1,0,0,1,0,1,0,0,0
84,2020,0,For-Profit,0,1,114.53333,1,1,0,0,1,0,0,0,1,0,0
14,2020,0,For-Profit,0,1,47.333332,0,1,0,0,1,1,0,0,1,0,0
6,2020,0,For-Profit,0,1,16.466667,0,0,0,0,1,0,,,,,1
11,2020,0,Third sector,0,0,119.6,0,0,0,0,0,1,0,1,0,0,0
40,2020,0,For-Profit,0,1,108,1,1,0,0,0,0,0,0,1,0,0
60,2020,0,For-Profit,0,1,90.400002,1,0,0,0,0,0,0,0,1,0,0
4,2020,0,Third sector,0,0,19.466667,0,0,0,0,0,1,0,1,0,0,0
15,2020,0,For-Profit,1,0,115.1,0,0,0,0,0,0,0,0,1,0,0
40,2020,0,For-Profit,0,1,117.5,0,1,0,0,1,0,0,0,1,0,0
3,2020,0,For-Profit,0,1,61.033333,0,0,0,0,0,0,0,0,1,0,0
34,2020,0,For-Profit,0,1,107.6,1,0,0,0,0,0,0,0,1,0,0
38,2020,0,For-Profit,0,1,110.63333,1,0,0,0,0,0,0,0,1,0,0
5,2020,0,For-Profit,0,1,54.433334,0,0,0,0,0,0,0,0,1,0,0
19,2020,1,For-Profit,0,1,119.8,0,1,0,0,0,1,1,0,0,0,0
6,2020,0,Third sector,0,0,121.56667,0,0,0,0,1,0,0,0,1,0,0
24,2020,0,For-Profit,1,0,1.3,1,0,1,0,1,0,,,,,1
48,2020,0,For-Profit,0,1,104.26667,1,0,0,0,0,0,0,0,1,0,0
74,2020,0,For-Profit,0,1,103.2,1,0,0,0,0,0,0,0,1,0,0
6,2020,0,For-Profit,0,1,120.16666,0,0,1,0,1,1,0,1,0,0,0
35,2020,0,For-Profit,0,1,105.06667,0,1,0,0,0,1,,,,,1
16,2020,0,For-Profit,0,1,53.866665,1,1,0,0,1,1,0,0,1,0,0
48,2020,0,For-Profit,0,1,108,1,1,0,0,0,0,0,0,1,0,0
40,2020,0,For-Profit,0,1,56.733334,1,1,0,0,1,1,0,0,1,0,0
2,2020,0,For-Profit,0,1,73.73333,0,0,0,0,0,0,0,1,0,0,0
7,2020,0,For-Profit,0,1,26.066668,0,0,1,0,0,0,0,0,1,0,0
40,2020,0,For-Profit,0,1,112.13333,0,1,0,0,1,0,0,0,1,0,0
12,2020,0,Third sector,0,0,113.86667,0,0,0,0,0,0,0,0,1,0,0
4,2020,0,Third sector,0,0,118.53333,0,0,0,0,0,1,0,0,1,0,0
21,2020,0,For-Profit,1,0,115.96667,0,0,0,0,0,1,1,0,0,0,0
9,2020,0,Third sector,0,0,113.86667,0,0,0,0,0,0,0,0,1,0,0
20,2020,0,Local Authority,0,0,115.46667,0,0,0,0,1,1,0,0,1,0,0
19,2020,0,For-Profit,1,0,112.36667,1,0,1,0,0,0,0,0,1,0,0
30,2020,0,For-Profit,0,1,119,0,1,0,0,0,1,0,1,0,0,0
9,2020,0,Third sector,0,0,114.3,0,0,1,0,0,0,0,0,1,0,0
28,2020,0,For-Profit,0,1,56.733334,1,1,0,0,1,0,0,0,1,0,0
34,2020,0,For-Profit,0,1,38.566666,1,0,0,0,0,0,0,0,1,0,0
4,2020,0,Third sector,0,0,116.66666,0,0,0,0,0,1,0,0,1,0,0
8,2020,0,For-Profit,0,1,3.9333334,0,1,1,0,1,0,,,,,1
48,2020,0,For-Profit,0,1,38.266666,0,0,0,0,0,1,0,1,0,0,0
3,2020,0,For-Profit,0,1,42.666668,0,0,0,0,0,1,0,0,1,0,0
26,2020,0,For-Profit,1,0,119.5,1,0,0,0,0,0,0,1,0,0,0
32,2020,0,For-Profit,0,1,114.73333,0,0,0,0,1,0,0,0,1,0,0
32,2020,0,For-Profit,0,1,116.43333,0,0,1,0,1,1,0,0,1,0,0
24,2020,0,For-Profit,0,1,53.533333,0,1,0,0,1,0,0,0,1,0,0
39,2020,0,For-Profit,0,1,46.400002,1,0,1,0,1,0,0,0,1,0,0
35,2020,0,For-Profit,0,1,114.83334,0,0,0,0,0,0,0,0,1,0,0
40,2020,0,Third sector,0,0,37.166668,0,0,0,0,0,0,0,0,1,0,0
19,2020,0,For-Profit,0,1,102.1,0,0,0,0,0,1,0,0,1,0,0
4,2020,1,For-Profit,1,0,121.13333,0,0,0,0,0,1,0,0,1,0,0
38,2020,0,For-Profit,0,1,104.3,1,0,0,0,0,0,0,0,1,0,0
42,2020,0,For-Profit,0,1,116.53333,1,0,0,0,1,1,0,0,1,0,0
92,2020,0,For-Profit,0,1,66.300003,1,1,0,0,1,1,0,1,0,0,0
5,2020,0,Third sector,0,0,112.83334,0,0,0,0,0,1,0,1,0,0,0
78,2020,0,For-Profit,0,1,114.66666,1,1,1,0,1,0,0,0,1,0,0
6,2020,0,For-Profit,0,1,48.099998,0,0,0,0,0,0,1,0,0,0,0
30,2020,0,Local Authority,0,0,86.466667,1,1,1,0,0,1,0,0,1,0,0
5,2020,0,Third sector,0,0,116.03333,0,0,0,0,1,0,0,0,1,0,0
24,2020,0,For-Profit,0,1,105.06667,1,0,0,0,0,1,0,0,1,0,0
20,2020,0,For-Profit,0,1,116.63333,0,0,0,0,0,1,0,1,0,0,0
60,2020,0,For-Profit,0,1,108,1,1,0,0,0,0,0,1,0,0,0
14,2020,0,For-Profit,1,0,110.4,0,0,1,0,0,0,0,0,1,0,0
24,2020,0,For-Profit,1,0,111.06667,1,0,0,0,0,1,0,0,1,0,0
20,2020,0,For-Profit,0,1,110.56667,0,0,1,0,0,0,0,0,1,0,0
37,2020,0,For-Profit,0,1,117.8,1,1,0,0,0,0,0,1,0,0,0
6,2020,0,For-Profit,0,1,34.966667,0,0,1,0,0,1,,,,,1
14,2020,0,For-Profit,0,1,113.36667,0,0,0,0,0,1,1,0,0,0,0
7,2020,0,For-Profit,0,1,115.7,0,0,0,0,0,0,0,0,1,0,0
28,2020,0,For-Profit,0,1,116.3,0,0,0,0,1,0,0,0,1,0,0
51,2020,0,For-Profit,0,1,17.666666,1,1,1,0,1,1,1,0,0,0,0
23,2020,1,For-Profit,0,1,121.4,0,0,1,0,0,1,1,0,0,0,0
5,2020,0,For-Profit,0,1,2.3333333,0,0,0,0,0,1,0,1,0,0,0
30,2020,0,For-Profit,0,1,109.83334,1,1,0,0,1,0,0,0,1,0,0
48,2020,0,For-Profit,0,1,117.5,0,1,0,0,0,1,0,0,1,0,0
31,2020,1,For-Profit,0,1,113.63333,0,1,0,0,0,1,0,0,1,0,0
20,2020,0,For-Profit,0,1,30.433332,1,0,0,0,0,1,,,,,1
8,2020,1,For-Profit,0,1,71.400002,0,0,0,0,0,1,0,1,0,0,0
5,2020,0,For-Profit,0,1,118.53333,0,0,1,0,0,1,0,0,1,0,0
21,2020,0,For-Profit,0,1,79.800003,0,1,0,0,0,0,0,0,1,0,0
9,2020,0,For-Profit,0,1,120.5,0,0,0,0,0,0,0,0,1,0,0
42,2020,0,For-Profit,0,1,55.766666,1,0,0,0,1,0,0,0,1,0,0
49,2020,0,For-Profit,0,1,108,1,1,0,0,0,0,0,1,0,0,0
41,2020,0,Third sector,0,0,109.83334,0,1,0,0,0,0,0,1,0,0,0
3,2020,0,For-Profit,0,1,12.833333,1,0,1,0,1,0,,,,,1
4,2020,0,For-Profit,1,0,120.1,0,0,0,0,0,1,0,1,0,0,0
13,2020,0,For-Profit,0,1,114.16666,0,0,0,0,0,1,1,0,0,0,0
18,2020,0,For-Profit,0,1,37.366665,1,1,1,0,0,1,0,1,0,0,0
6,2020,0,For-Profit,0,1,100.36667,0,0,0,0,0,1,0,1,0,0,0
6,2020,0,Third sector,0,0,121.56667,0,0,0,0,1,0,0,0,1,0,0
60,2020,0,Third sector,0,0,120.4,1,1,1,0,1,1,0,1,0,0,0
37,2020,0,For-Profit,1,0,115.46667,1,0,0,0,1,0,0,0,1,0,0
23,2020,0,For-Profit,0,1,20.4,1,0,1,0,0,1,,,,,1
71,2020,0,For-Profit,0,1,11.933333,1,1,1,0,1,1,0,0,1,0,0
3,2020,0,For-Profit,0,1,26.466667,0,0,0,0,0,1,0,0,1,0,0
27,2020,0,For-Profit,1,0,118.36667,1,1,0,0,1,0,0,0,1,0,0
6,2020,0,Third sector,0,0,121.56667,0,0,0,0,1,0,0,0,1,0,0
41,2020,1,For-Profit,1,0,97.300003,1,0,0,0,0,1,1,0,0,0,0
4,2020,0,For-Profit,0,1,89.633331,0,0,0,0,1,0,0,0,1,0,0
75,2020,0,For-Profit,0,1,28.866667,1,1,0,0,0,0,0,0,1,0,0
39,2020,0,For-Profit,1,0,119.5,1,0,0,0,0,0,0,0,1,0,0
12,2020,0,For-Profit,1,0,110.16666,0,1,1,0,0,1,0,0,1,0,0
59,2020,0,For-Profit,0,1,121.3,1,1,1,0,1,0,0,1,0,0,0
60,2020,0,For-Profit,0,1,118.73333,0,0,0,0,0,0,0,0,1,0,0
40,2020,0,Third sector,0,0,109.83334,1,0,0,0,1,0,0,0,1,0,0
50,2020,0,For-Profit,0,1,101.33334,1,0,0,0,1,0,0,0,1,0,0
23,2020,0,For-Profit,1,0,122.16666,1,0,0,0,0,1,0,0,1,0,0
8,2020,1,For-Profit,1,0,110.73333,0,0,0,0,0,1,0,0,1,0,0
43,2020,0,Third sector,0,0,109.83334,1,1,0,0,1,0,0,1,0,0,0
4,2020,0,For-Profit,0,1,48.633335,0,0,1,0,0,1,0,0,1,0,0
30,2020,0,Local Authority,0,0,5.9333334,0,0,0,0,0,1,,,,,1
13,2020,0,For-Profit,0,1,7.9000001,0,0,0,0,0,1,,,,,1
4,2020,0,Third sector,0,0,88.366669,0,0,0,0,0,1,0,0,1,0,0
23,2020,0,Third sector,0,0,43.066666,1,0,0,0,1,1,0,0,1,0,0
32,2020,0,For-Profit,0,1,46.400002,0,1,0,0,0,1,0,0,1,0,0
10,2020,0,For-Profit,0,1,27.1,0,0,1,0,0,1,0,0,1,0,0
20,2020,0,For-Profit,1,0,62.799999,0,0,0,0,0,0,0,0,1,0,0
12,2020,0,For-Profit,0,1,112.33334,0,1,0,0,1,1,0,0,1,0,0
58,2020,0,For-Profit,0,1,114.73333,0,1,0,0,1,0,0,1,0,0,0
3,2020,0,Third sector,0,0,120.4,0,0,0,0,0,1,0,0,1,0,0
5,2020,0,For-Profit,0,1,96.699997,0,0,0,0,0,0,0,0,1,0,0
18,2020,0,For-Profit,1,0,112,0,0,0,0,0,0,0,0,1,0,0
9,2020,0,For-Profit,0,1,120.5,0,0,0,0,0,0,0,0,1,0,0
4,2020,0,For-Profit,0,1,41.266666,0,0,1,0,0,1,0,0,1,0,0
28,2020,0,For-Profit,0,1,113.43333,0,1,0,0,0,0,0,0,1,0,0
34,2020,0,For-Profit,1,0,113.3,1,0,0,0,0,0,0,0,1,0,0
5,2020,0,For-Profit,1,0,60.900002,0,0,0,0,0,1,0,0,1,0,0
3,2020,0,For-Profit,0,1,85.633331,0,0,0,0,0,0,0,0,1,0,0
30,2020,0,Third sector,0,0,25.200001,1,1,0,0,0,1,0,1,0,0,0
7,2020,0,For-Profit,0,1,79.533333,0,0,1,0,0,1,1,0,0,0,0
46,2020,0,For-Profit,0,1,104.26667,1,0,0,0,0,0,0,0,1,0,0
3,2020,0,For-Profit,0,1,113.63333,0,0,0,0,0,1,0,0,1,0,0
5,2020,0,Third sector,0,0,121.56667,0,0,0,0,1,0,0,0,1,0,0
