carehomesbeds,year_location_end,forced_closure,ownership,individual_partnership,company,age,dementia,nurse,mental_health,detained,disabled,closed_complete,inadequate,requiresimprovement,good,outstanding,missing_quality
5,2014,0,For-Profit,0,1,30.866667,0,0,0,0,0,0,,,,,1
50,2014,0,For-Profit,1,0,37.400002,0,1,0,0,1,1,,,,,1
4,2014,0,Third sector,0,0,34.366665,0,0,1,0,1,0,,,,,1
15,2014,0,For-Profit,0,1,48,1,0,1,0,0,1,,,,,1
10,2014,0,For-Profit,1,0,42.700001,1,0,0,0,0,1,,,,,1
32,2014,0,For-Profit,1,0,41.333332,0,1,0,0,1,1,,,,,1
10,2014,0,For-Profit,1,0,38.266666,0,0,0,0,0,1,,,,,1
3,2014,0,For-Profit,0,1,31.466667,0,0,0,0,0,0,,,,,1
16,2014,0,For-Profit,1,0,39.099998,0,0,0,0,0,1,,,,,1
17,2014,0,Third sector,0,0,48,1,0,0,0,0,0,,,,,1
9,2014,0,For-Profit,0,1,40.900002,0,0,1,0,0,0,,,,,1
90,2014,0,For-Profit,1,0,15.766666,1,1,0,0,0,0,,,,,1
23,2014,0,For-Profit,1,0,43.633335,0,0,0,0,0,1,,,,,1
6,2014,0,Third sector,0,0,42.166668,0,0,0,0,0,1,,,,,1
40,2014,0,For-Profit,1,0,49.5,0,1,0,0,1,1,,,,,1
108,2014,0,For-Profit,0,1,37.400002,1,1,0,0,0,1,,,,,1
16,2014,0,Local Authority,0,0,47.466667,0,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,44.733334,0,0,0,0,1,1,,,,,1
80,2014,0,For-Profit,0,1,43.599998,1,1,0,0,1,0,,,,,1
22,2014,0,For-Profit,0,1,44.799999,0,0,0,0,1,1,,,,,1
30,2014,0,Local Authority,0,0,44.333332,0,0,0,0,0,1,,,,,1
44,2014,0,For-Profit,0,1,47.599998,1,0,0,0,0,1,,,,,1
9,2014,0,For-Profit,1,0,36.866665,0,0,1,0,0,0,,,,,1
9,2014,0,For-Profit,0,1,31.6,0,0,0,0,0,1,,,,,1
3,2014,0,For-Profit,0,1,26.233334,0,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,45.599998,0,0,0,0,0,1,,,,,1
50,2014,0,For-Profit,0,1,37.5,1,1,1,0,0,1,,,,,1
44,2014,0,For-Profit,0,1,40.799999,1,0,0,0,0,1,,,,,1
50,2014,0,For-Profit,1,0,41.933334,1,0,0,0,1,0,,,,,1
19,2014,0,Third sector,0,0,38.5,0,1,0,0,0,1,,,,,1
18,2014,0,For-Profit,0,1,15.566667,1,1,1,0,0,0,,,,,1
14,2014,0,Third sector,0,0,42.033333,0,0,0,0,0,1,,,,,1
25,2014,0,For-Profit,1,0,47.133335,0,0,0,0,0,1,,,,,1
52,2014,0,Third sector,0,0,40.299999,0,0,0,0,0,1,,,,,1
3,2014,0,For-Profit,0,1,37.333332,0,0,0,0,0,0,,,,,1
4,2014,1,For-Profit,0,1,11.866667,0,0,1,0,0,1,,,,,1
3,2014,0,For-Profit,1,0,48,1,0,0,0,0,1,,,,,1
55,2014,0,For-Profit,1,0,41.066666,1,1,0,0,1,1,,,,,1
43,2014,0,Third sector,0,0,48.599998,1,0,0,0,0,1,,,,,1
9,2014,0,Third sector,0,0,46.099998,0,0,0,0,1,1,,,,,1
2,2014,0,Third sector,0,0,42.333332,0,0,0,0,1,0,,,,,1
26,2014,0,For-Profit,1,0,39.066666,1,1,0,0,0,1,,,,,1
26,2014,0,Local Authority,0,0,43.033333,0,1,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,41.766666,1,0,0,0,1,1,,,,,1
6,2014,0,For-Profit,0,1,46.700001,0,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,43.400002,1,1,1,1,1,1,,,,,1
40,2014,0,For-Profit,1,0,46.200001,0,0,0,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,26.366667,0,0,0,0,0,0,,,,,1
4,2014,0,For-Profit,1,0,43.400002,0,0,0,0,0,0,,,,,1
21,2014,0,Third sector,0,0,48.166668,0,0,1,0,0,0,,,,,1
42,2014,0,For-Profit,0,1,42,1,0,0,0,1,0,,,,,1
24,2014,0,Third sector,0,0,47.400002,1,1,1,0,0,1,,,,,1
9,2014,0,For-Profit,0,1,39.666668,0,0,0,0,0,0,,,,,1
14,2014,0,For-Profit,0,1,40.400002,1,1,1,1,1,1,,,,,1
7,2014,0,For-Profit,0,1,42,0,0,0,0,0,0,,,,,1
7,2014,0,Third sector,0,0,41.433334,0,0,0,0,0,1,,,,,1
21,2014,0,For-Profit,1,0,40.766666,0,1,0,0,1,1,,,,,1
35,2014,0,Local Authority,0,0,41.333332,1,0,1,0,1,1,,,,,1
3,2014,0,For-Profit,1,0,43.333332,0,0,0,0,0,1,,,,,1
3,2014,0,For-Profit,1,0,47.299999,0,0,0,0,0,1,,,,,1
30,2014,0,For-Profit,0,1,38.766666,1,0,0,0,0,1,,,,,1
19,2014,0,Local Authority,0,0,38.133335,0,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,0,1,42.433334,0,0,0,0,0,1,,,,,1
43,2014,0,For-Profit,1,0,49.5,1,1,0,0,0,1,,,,,1
6,2014,0,For-Profit,1,0,46.733334,0,0,0,0,0,0,,,,,1
0,2014,0,Local Authority,0,0,45.433334,0,1,0,1,0,1,,,,,1
9,2014,0,Third sector,0,0,48.133335,0,0,0,0,1,0,0,0,1,0,0
27,2014,0,For-Profit,1,0,39.200001,0,0,0,0,0,0,,,,,1
30,2014,0,For-Profit,0,1,45.5,1,0,0,0,1,0,,,,,1
4,2014,0,For-Profit,0,1,44.933334,0,0,0,0,0,1,,,,,1
64,2014,0,For-Profit,0,1,1.9,1,0,0,0,0,0,,,,,1
4,2014,0,For-Profit,0,1,42.133335,0,0,0,0,0,1,,,,,1
38,2014,1,For-Profit,1,0,39.333332,0,1,0,0,0,1,,,,,1
60,2014,0,For-Profit,0,1,14,1,0,0,0,0,0,,,,,1
7,2014,0,For-Profit,0,1,31.299999,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,39.533333,0,0,0,0,1,0,,,,,1
10,2014,0,For-Profit,0,1,40.133335,0,0,0,0,0,0,,,,,1
8,2014,0,For-Profit,0,1,39.700001,0,0,1,0,1,0,,,,,1
0,2014,0,Local Authority,0,0,4.3333335,0,1,1,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,39.433334,0,0,0,0,0,0,,,,,1
7,2014,0,For-Profit,0,1,39.433334,0,0,0,0,0,0,,,,,1
8,2014,0,For-Profit,0,1,39.433334,0,0,1,0,1,0,,,,,1
13,2014,0,For-Profit,0,1,39.700001,0,0,1,0,1,0,,,,,1
10,2014,0,For-Profit,0,1,40.133335,0,0,0,0,0,0,,,,,1
15,2014,0,For-Profit,1,0,35.866665,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,39.933334,0,0,0,0,1,0,,,,,1
17,2014,0,For-Profit,0,1,39.700001,0,0,0,0,0,0,,,,,1
50,2014,0,For-Profit,0,1,42.5,1,1,1,0,1,1,,,,,1
9,2014,0,For-Profit,1,0,48.633335,1,0,1,0,1,1,,,,,1
27,2014,0,For-Profit,1,0,38.166668,1,0,1,0,1,1,,,,,1
82,2014,0,For-Profit,1,0,47.233334,0,1,0,0,1,1,,,,,1
11,2014,0,Third sector,0,0,41.433334,0,0,1,0,0,1,,,,,1
32,2014,0,For-Profit,0,1,45.5,1,0,0,0,1,0,,,,,1
7,2014,0,For-Profit,0,1,28.833334,0,0,0,0,0,0,,,,,1
35,2014,0,For-Profit,0,1,44.400002,0,1,0,0,0,0,,,,,1
21,2014,0,For-Profit,0,1,43.400002,1,0,0,0,1,1,,,,,1
9,2014,0,For-Profit,1,0,36.866665,0,0,1,0,0,0,,,,,1
21,2014,0,For-Profit,0,1,40.366665,0,0,0,0,0,1,,,,,1
37,2014,0,For-Profit,0,1,45,0,0,0,0,0,0,,,,,1
23,2014,0,For-Profit,1,0,32.633335,1,0,0,0,0,1,,,,,1
12,2014,0,For-Profit,1,0,43.266666,0,0,1,0,0,0,,,,,1
4,2014,0,For-Profit,0,1,39.700001,0,0,0,0,0,0,,,,,1
37,2014,0,For-Profit,0,1,46.599998,0,1,0,0,0,1,,,,,1
37,2014,0,Local Authority,0,0,41.733334,1,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,0,1,29.733334,0,0,1,0,0,1,,,,,1
9,2014,0,For-Profit,0,1,46.366665,0,0,0,0,1,1,,,,,1
15,2014,0,For-Profit,0,1,40.233334,0,0,1,0,1,1,,,,,1
5,2014,0,For-Profit,0,1,42.466667,0,0,0,0,0,1,,,,,1
16,2014,0,For-Profit,1,0,40.233334,1,0,0,0,1,1,,,,,1
41,2014,0,For-Profit,0,1,40.799999,1,1,0,0,0,0,,,,,1
19,2014,0,For-Profit,0,1,46.5,1,0,0,0,1,1,,,,,1
23,2014,0,For-Profit,0,1,48.066666,1,0,0,0,0,1,,,,,1
25,2014,0,For-Profit,1,0,41.066666,1,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,31.1,0,0,0,0,1,1,,,,,1
32,2014,0,For-Profit,1,0,38.033333,1,0,1,0,0,0,,,,,1
7,2014,0,For-Profit,0,1,40.366665,0,0,0,0,0,0,,,,,1
60,2014,0,For-Profit,0,1,14,1,0,0,0,0,0,,,,,1
19,2014,0,For-Profit,1,0,37.833332,1,0,0,0,0,0,,,,,1
17,2014,0,For-Profit,1,0,36.466667,0,1,0,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,40,0,0,0,0,1,1,,,,,1
3,2014,0,Third sector,0,0,34.799999,0,0,0,0,0,1,,,,,1
10,2014,0,For-Profit,0,1,38.299999,0,0,0,0,0,0,,,,,1
16,2014,0,For-Profit,1,0,39.200001,0,0,1,0,0,0,,,,,1
3,2014,0,Third sector,0,0,48.333332,0,0,0,0,0,1,,,,,1
10,2014,0,Third sector,0,0,45.266666,0,0,0,0,0,1,,,,,1
11,2014,0,For-Profit,0,1,45.966667,1,1,0,0,1,1,,,,,1
2,2014,0,For-Profit,0,1,39.733334,0,0,1,0,0,1,,,,,1
18,2014,0,Third sector,0,0,37.933334,0,0,0,0,1,1,,,,,1
6,2014,0,For-Profit,0,1,26.366667,0,0,0,0,0,0,,,,,1
7,2014,0,For-Profit,0,1,32.433334,0,0,0,0,0,0,,,,,1
69,2014,0,For-Profit,0,1,46.900002,1,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,0,1,36.333332,0,0,0,0,0,1,,,,,1
23,2014,0,Third sector,0,0,40.433334,1,0,0,0,0,0,,,,,1
66,2014,0,For-Profit,0,1,43.700001,1,1,1,0,0,1,,,,,1
14,2014,0,For-Profit,0,1,39.433334,0,0,0,0,1,0,,,,,1
36,2014,1,For-Profit,0,1,36.299999,0,1,0,0,0,1,,,,,1
78,2014,0,For-Profit,0,1,42.5,1,0,0,0,1,1,,,,,1
25,2014,0,For-Profit,1,0,38.933334,1,0,0,0,1,1,,,,,1
14,2014,0,Third sector,0,0,40.133335,0,0,1,0,0,1,,,,,1
24,2014,0,For-Profit,0,1,48.333332,0,0,0,0,0,1,,,,,1
25,2014,0,For-Profit,1,0,44.566666,1,0,0,0,1,0,,,,,1
37,2014,0,For-Profit,0,1,8.6333332,1,1,0,0,0,1,,,,,1
42,2014,0,For-Profit,0,1,8.6333332,1,1,0,0,0,1,,,,,1
26,2014,0,For-Profit,1,0,42.099998,0,1,0,0,1,1,,,,,1
42,2014,0,Third sector,0,0,35.799999,1,1,0,0,0,1,,,,,1
18,2014,0,For-Profit,1,0,46.166668,1,0,0,0,0,1,,,,,1
14,2014,0,For-Profit,0,1,43.166668,0,0,0,0,1,0,,,,,1
10,2014,0,For-Profit,0,1,39.433334,0,0,0,0,1,0,,,,,1
9,2014,0,For-Profit,1,0,48.266666,0,0,0,0,0,1,,,,,1
60,2014,0,For-Profit,0,1,14,0,0,0,0,0,1,,,,,1
2,2014,0,For-Profit,0,1,43,0,0,0,0,0,1,,,,,1
20,2014,0,For-Profit,1,0,36.666668,1,0,0,0,0,0,,,,,1
9,2014,0,For-Profit,0,1,39.700001,0,0,0,0,0,0,,,,,1
2,2014,0,Third sector,0,0,44.5,0,0,0,0,0,1,,,,,1
24,2014,0,For-Profit,0,1,23.9,0,0,0,0,0,0,,,,,1
4,2014,0,For-Profit,1,0,40.966667,0,0,0,0,0,1,,,,,1
7,2014,0,For-Profit,0,1,40.900002,0,0,1,0,1,1,,,,,1
10,2014,0,For-Profit,0,1,45.333332,0,0,1,0,0,0,,,,,1
47,2014,0,For-Profit,1,0,40.166668,1,0,0,1,1,0,,,,,1
15,2014,0,For-Profit,1,0,36.700001,0,0,0,0,0,0,,,,,1
21,2014,0,For-Profit,1,0,49.700001,1,0,1,0,0,0,,,,,1
18,2014,0,For-Profit,1,0,46.033333,1,0,1,0,0,0,,,,,1
12,2014,0,Third sector,0,0,42.166668,0,0,0,0,1,1,,,,,1
19,2014,0,For-Profit,1,0,43.299999,1,0,1,0,0,0,,,,,1
41,2014,0,Local Authority,0,0,41.833332,1,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,1,0,44.033333,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,43.533333,1,0,1,0,0,1,,,,,1
80,2014,0,For-Profit,0,1,41,1,1,0,0,0,0,,,,,1
14,2014,0,For-Profit,0,1,43.200001,0,0,0,0,0,0,,,,,1
40,2014,0,For-Profit,0,1,47.366665,0,0,0,0,1,0,,,,,1
3,2014,0,Local Authority,0,0,37.033333,0,0,0,0,0,1,,,,,1
13,2014,0,For-Profit,1,0,23.233334,0,1,0,0,0,0,,,,,1
3,2014,0,Local Authority,0,0,36.900002,0,0,0,0,0,1,,,,,1
85,2014,0,For-Profit,0,1,29.233334,1,1,1,0,1,1,,,,,1
25,2014,0,For-Profit,1,0,43.233334,0,0,0,0,0,0,,,,,1
18,2014,0,Third sector,0,0,39.933334,0,0,1,0,0,0,,,,,1
16,2014,0,Third sector,0,0,38.200001,0,0,0,0,1,1,,,,,1
38,2014,0,For-Profit,0,1,31.033333,1,1,1,0,1,1,,,,,1
48,2014,0,For-Profit,1,0,49.466667,1,0,0,0,0,1,,,,,1
33,2014,0,For-Profit,1,0,49.5,0,1,0,0,1,1,,,,,1
3,2014,0,Third sector,0,0,34.799999,0,0,0,0,0,1,,,,,1
20,2014,0,For-Profit,0,1,46.366665,1,0,0,0,0,1,,,,,1
16,2014,0,For-Profit,0,1,46.299999,1,0,0,0,0,1,,,,,1
17,2014,0,For-Profit,0,1,38,0,1,0,0,0,1,,,,,1
19,2014,0,For-Profit,0,1,10.6,0,1,0,0,1,1,,,,,1
23,2014,0,Local Authority,0,0,46.700001,0,0,0,0,0,1,,,,,1
3,2014,0,Third sector,0,0,43.400002,0,0,0,0,1,1,,,,,1
15,2014,0,For-Profit,1,0,37.400002,0,0,0,0,0,0,,,,,1
2,2014,0,Third sector,0,0,48.299999,0,0,0,0,0,1,,,,,1
7,2014,0,For-Profit,0,1,37.733334,0,0,0,0,0,1,,,,,1
31,2014,0,For-Profit,1,0,46.200001,1,0,0,0,0,0,,,,,1
3,2014,0,For-Profit,0,1,15.933333,1,0,1,0,1,1,,,,,1
5,2014,0,For-Profit,0,1,31.1,0,0,0,0,0,1,,,,,1
1,2014,0,For-Profit,1,0,24.533333,0,0,0,0,1,1,,,,,1
44,2014,0,For-Profit,0,1,39.366665,1,1,0,0,0,0,,,,,1
27,2014,0,For-Profit,0,1,32.166668,1,1,0,0,0,0,,,,,1
45,2014,1,For-Profit,0,1,36.333332,1,1,1,1,0,1,,,,,1
30,2014,0,Third sector,0,0,38.400002,1,0,0,0,1,1,,,,,1
5,2014,0,Third sector,0,0,47.866665,0,0,0,0,0,1,,,,,1
4,2014,0,Local Authority,0,0,38,0,0,0,0,0,0,,,,,1
15,2014,0,For-Profit,0,1,39.033333,0,0,0,0,1,1,,,,,1
35,2014,0,Third sector,0,0,34.366665,0,0,1,0,1,0,,,,,1
32,2014,0,For-Profit,0,1,43.200001,1,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,1,0,45.5,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,1,0,45.933334,0,0,0,0,0,0,,,,,1
5,2014,0,For-Profit,0,1,30.033333,0,0,1,0,0,0,,,,,1
40,2014,0,For-Profit,1,0,43.166668,1,1,0,0,0,0,,,,,1
75,2014,0,For-Profit,0,1,45.233334,0,0,0,0,0,1,,,,,1
2,2014,0,For-Profit,0,1,47.400002,1,0,1,0,1,1,,,,,1
3,2014,0,For-Profit,1,0,43.400002,0,0,0,0,0,1,,,,,1
35,2014,0,For-Profit,1,0,44.333332,0,1,0,0,0,1,,,,,1
14,2014,1,For-Profit,1,0,41.066666,1,0,1,0,0,1,,,,,1
34,2014,0,For-Profit,0,1,36.633335,0,1,0,0,0,0,,,,,1
6,2014,0,For-Profit,0,1,38.433334,0,0,1,0,0,1,,,,,1
19,2014,0,For-Profit,0,1,26.6,0,0,0,0,0,1,,,,,1
20,2014,0,For-Profit,1,0,44.133335,0,0,0,0,0,0,,,,,1
10,2014,0,For-Profit,0,1,14.833333,0,0,1,0,1,1,,,,,1
11,2014,0,For-Profit,0,1,39.433334,0,0,1,0,1,0,,,,,1
8,2014,0,For-Profit,0,1,39.433334,0,0,0,0,1,0,,,,,1
4,2014,0,For-Profit,0,1,40.166668,0,0,0,0,0,0,,,,,1
14,2014,0,For-Profit,0,1,47.833332,0,0,0,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,43.099998,0,0,0,0,0,1,,,,,1
3,2014,0,Third sector,0,0,41.966667,0,0,1,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,38.5,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,47.099998,0,0,1,0,0,1,,,,,1
80,2014,0,For-Profit,0,1,23.533333,1,1,0,0,1,0,,,,,1
17,2014,0,For-Profit,1,0,40.333332,1,0,0,0,1,0,,,,,1
19,2014,0,For-Profit,1,0,39.366665,1,0,0,0,0,0,,,,,1
49,2014,1,For-Profit,0,1,43.733334,1,1,0,0,0,1,,,,,1
72,2014,0,For-Profit,0,1,19.466667,1,1,0,0,1,0,,,,,1
8,2014,0,For-Profit,1,0,40.166668,0,0,0,0,1,0,,,,,1
24,2014,0,For-Profit,1,0,38.866665,1,0,0,0,0,0,,,,,1
8,2014,0,Third sector,0,0,45.900002,0,0,0,0,0,1,,,,,1
25,2014,0,For-Profit,0,1,47.299999,1,0,0,0,1,0,,,,,1
5,2014,0,For-Profit,1,0,36.866665,0,0,1,0,0,0,,,,,1
7,2014,0,Local Authority,0,0,47.299999,0,0,0,0,0,0,,,,,1
15,2014,0,For-Profit,1,0,44.733334,1,0,0,0,0,1,,,,,1
6,2014,0,Local Authority,0,0,45.599998,0,0,0,0,1,1,,,,,1
35,2014,0,Local Authority,0,0,45.466667,0,0,0,0,0,1,,,,,1
13,2014,0,For-Profit,1,0,47.5,0,0,0,0,0,1,,,,,1
22,2014,0,For-Profit,0,1,41.966667,0,0,0,0,0,0,,,,,1
17,2014,0,For-Profit,0,1,44.766666,1,0,0,0,0,0,,,,,1
5,2014,0,Third sector,0,0,48.133335,0,0,0,0,1,0,0,1,0,0,0
4,2014,0,For-Profit,0,1,41.666668,0,0,0,0,0,1,,,,,1
31,2014,0,Local Authority,0,0,38.466667,1,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,1,0,36.333332,0,0,0,0,0,1,,,,,1
21,2014,0,Local Authority,0,0,43.866665,0,0,0,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,39.700001,0,0,1,0,1,0,,,,,1
16,2014,1,For-Profit,0,1,40.933334,1,0,1,0,1,1,,,,,1
5,2014,0,For-Profit,0,1,31.166666,0,0,0,0,1,0,,,,,1
4,2014,0,For-Profit,0,1,42,0,0,0,0,0,0,,,,,1
40,2014,0,For-Profit,0,1,47.366665,1,0,0,0,1,0,,,,,1
8,2014,0,For-Profit,0,1,9.9333334,1,0,0,0,0,0,,,,,1
20,2014,0,For-Profit,0,1,38.599998,0,0,0,0,0,1,,,,,1
38,2014,0,For-Profit,0,1,28.566668,1,1,0,0,1,0,,,,,1
11,2014,1,For-Profit,1,0,39.099998,1,0,0,0,1,1,,,,,1
8,2014,0,For-Profit,0,1,41.866665,0,0,0,0,0,0,,,,,1
63,2014,0,For-Profit,1,0,41.400002,1,1,0,0,1,1,,,,,1
9,2014,0,For-Profit,0,1,41.866665,0,0,0,0,0,0,,,,,1
10,2014,0,For-Profit,0,1,41.866665,0,0,0,0,0,0,,,,,1
3,2014,0,For-Profit,1,0,43.166668,0,0,1,0,0,1,,,,,1
30,2014,0,For-Profit,1,0,49.5,0,1,0,0,1,1,,,,,1
3,2014,0,Third sector,0,0,43.400002,0,0,0,0,1,1,,,,,1
5,2014,0,For-Profit,0,1,41,0,0,0,0,0,1,,,,,1
26,2014,0,For-Profit,1,0,46.133335,0,0,0,0,0,0,,,,,1
22,2014,0,For-Profit,0,1,42,0,0,0,0,0,0,,,,,1
85,2014,0,For-Profit,0,1,24.566668,1,1,0,0,1,0,,,,,1
4,2014,0,For-Profit,0,1,30.033333,0,0,0,0,0,0,,,,,1
6,2014,0,Third sector,0,0,46.433334,0,0,0,0,0,1,,,,,1
34,2014,0,Local Authority,0,0,44.533333,0,0,0,0,0,1,,,,,1
19,2014,1,For-Profit,0,1,37.733334,1,0,0,0,1,1,,,,,1
31,2014,0,For-Profit,0,1,45.5,1,0,0,0,1,0,,,,,1
6,2014,0,Local Authority,0,0,47.566666,0,0,0,0,0,1,,,,,1
6,2014,0,Local Authority,0,0,46.666668,0,0,0,0,0,0,,,,,1
13,2014,0,For-Profit,0,1,28.833334,0,0,0,0,1,1,,,,,1
32,2014,0,For-Profit,1,0,23.233334,1,1,0,0,0,0,,,,,1
9,2014,0,For-Profit,0,1,41.966667,0,0,0,0,0,0,,,,,1
23,2014,0,For-Profit,1,0,37.133335,0,1,1,0,0,0,,,,,1
10,2014,0,For-Profit,0,1,39.433334,0,0,0,0,0,0,,,,,1
6,2014,0,For-Profit,0,1,45.599998,0,0,0,0,0,1,,,,,1
64,2014,0,For-Profit,1,0,3.4333334,1,0,0,0,0,0,,,,,1
38,2014,0,Third sector,0,0,47.233334,1,0,0,0,1,1,,,,,1
6,2014,0,For-Profit,1,0,1.9,0,0,0,0,0,0,,,,,1
47,2014,0,For-Profit,0,1,8.5666666,1,1,0,0,0,0,,,,,1
12,2014,0,Local Authority,0,0,39.766666,0,0,0,0,1,1,,,,,1
25,2014,0,Third sector,0,0,42.166668,1,0,0,0,0,1,,,,,1
3,2014,0,For-Profit,1,0,47.466667,0,0,0,0,0,1,,,,,1
25,2014,0,For-Profit,0,1,41.333332,1,0,0,0,1,1,,,,,1
60,2014,0,Third sector,0,0,39.533333,1,0,0,0,0,0,,,,,1
3,2014,0,For-Profit,1,0,40.299999,1,0,1,0,1,0,0,0,1,0,0
16,2014,0,For-Profit,0,1,38.533333,1,0,1,0,0,1,,,,,1
60,2014,0,For-Profit,0,1,41.233334,1,0,0,0,0,0,,,,,1
31,2014,0,For-Profit,0,1,38.5,1,0,0,0,1,0,,,,,1
15,2014,0,For-Profit,0,1,43.166668,0,0,0,0,1,0,,,,,1
8,2014,0,For-Profit,0,1,48.433334,0,0,0,0,1,1,,,,,1
7,2014,0,For-Profit,0,1,40.266666,0,1,0,0,1,1,,,,,1
6,2014,0,For-Profit,0,1,38.599998,0,0,0,0,0,0,,,,,1
12,2014,0,Third sector,0,0,36.366665,0,0,1,0,1,0,,,,,1
11,2014,1,For-Profit,1,0,47.799999,1,0,1,0,0,1,,,,,1
19,2014,0,For-Profit,0,1,43.166668,0,0,0,0,0,0,,,,,1
19,2014,0,For-Profit,0,1,27.766666,0,1,0,0,1,0,,,,,1
28,2014,0,For-Profit,0,1,35.466667,1,0,0,0,0,1,,,,,1
24,2014,0,For-Profit,0,1,45.933334,1,1,0,0,0,0,,,,,1
3,2014,0,For-Profit,0,1,31.1,0,0,0,0,0,0,,,,,1
10,2014,0,Third sector,0,0,41.533333,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,49.233334,0,0,1,0,0,1,,,,,1
3,2014,0,For-Profit,0,1,44.200001,0,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,32.200001,0,0,0,0,0,1,,,,,1
2,2014,0,For-Profit,0,1,43.299999,0,0,1,0,0,1,,,,,1
9,2014,0,For-Profit,0,1,27.299999,0,1,0,0,0,0,,,,,1
5,2014,0,For-Profit,0,1,33.366665,0,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,42,0,0,0,0,0,0,,,,,1
5,2014,0,For-Profit,0,1,42.666668,0,0,0,0,0,0,,,,,1
2,2014,0,For-Profit,0,1,46.433334,0,0,0,0,0,1,,,,,1
6,2014,0,For-Profit,0,1,47.333332,0,0,0,0,0,1,,,,,1
15,2014,0,Third sector,0,0,43.900002,0,1,0,0,0,1,,,,,1
20,2014,0,For-Profit,1,0,41.099998,0,0,0,0,0,0,,,,,1
10,2014,0,For-Profit,0,1,24.033333,0,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,37.5,0,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,0,1,46.266666,0,0,0,0,0,1,,,,,1
20,2014,0,Third sector,0,0,36.799999,0,0,0,0,1,1,,,,,1
8,2014,0,For-Profit,0,1,41.233334,0,0,0,0,0,0,,,,,1
5,2014,0,For-Profit,0,1,20.733334,0,0,0,0,0,0,,,,,1
48,2014,0,For-Profit,0,1,38.666668,0,0,0,0,1,0,,,,,1
5,2014,0,Third sector,0,0,33.766666,0,0,0,0,1,1,,,,,1
55,2014,0,For-Profit,0,1,44.200001,1,1,0,0,0,0,,,,,1
3,2014,0,For-Profit,1,0,44.466667,0,0,1,0,0,1,,,,,1
40,2014,0,For-Profit,0,1,46.066666,0,1,0,0,1,1,,,,,1
16,2014,0,For-Profit,0,1,39.366665,0,0,1,0,0,1,,,,,1
3,2014,0,For-Profit,1,0,42.866665,0,0,1,0,0,1,,,,,1
14,2014,0,For-Profit,0,1,17.066668,0,1,1,0,1,1,,,,,1
5,2014,0,For-Profit,0,1,40.166668,0,0,0,0,1,1,,,,,1
14,2014,0,For-Profit,0,1,42.966667,0,0,0,0,0,1,,,,,1
6,2014,0,For-Profit,1,0,43.833332,0,0,0,0,0,1,,,,,1
19,2014,0,For-Profit,1,0,47.933334,1,0,0,0,0,1,,,,,1
4,2014,0,For-Profit,0,1,39.033333,0,0,0,0,0,1,,,,,1
5,2014,0,For-Profit,0,1,24.533333,0,0,0,0,0,0,,,,,1
15,2014,0,Local Authority,0,0,39.333332,0,0,1,1,0,1,,,,,1
4,2014,0,For-Profit,0,1,44.333332,0,0,0,0,0,1,,,,,1
36,2014,0,For-Profit,0,1,29.766666,0,0,0,0,0,1,,,,,1
8,2014,0,For-Profit,0,1,47.733334,0,0,0,0,1,1,,,,,1
47,2014,0,For-Profit,0,1,39.066666,1,0,0,0,0,0,,,,,1
8,2014,0,For-Profit,0,1,44.866665,0,0,0,0,0,0,,,,,1
4,2014,0,For-Profit,0,1,42.233334,0,0,0,0,0,0,,,,,1
77,2014,0,For-Profit,0,1,43.066666,1,1,1,0,0,0,,,,,1
29,2014,0,For-Profit,0,1,42,1,0,0,0,1,0,,,,,1
48,2014,0,For-Profit,1,0,39.466667,1,0,0,0,1,1,,,,,1
3,2014,0,For-Profit,0,1,39.400002,0,0,0,0,0,1,,,,,1
11,2014,0,For-Profit,0,1,46.200001,1,0,1,0,0,0,,,,,1
5,2014,0,For-Profit,0,1,42,0,0,0,0,0,0,,,,,1
